iteration,a,b,loss
0,1.95,1.95,0.37557965929072723
1,2.0,1.883428992163531,0.2924504785400301
2,2.0,1.880934695153045,0.2542418770772489
3,2.0,1.880934695153045,0.2542418770772489
4,2.0,1.880934695153045,0.2542418770772489
5,2.0,1.880934695153045,0.2542418770772489
6,2.0,1.880934695153045,0.2542418770772489
7,2.0,1.880934695153045,0.2542418770772489
8,2.0,1.8807208916937668,0.25314240518712927
9,2.0,1.8807208916937668,0.25314240518712927
10,2.0,1.8803443221359264,0.25211445096617613
11,2.0,1.8803443221359264,0.25211445096617613
12,2.0,1.8801079689619122,0.25206745601543623
13,2.0,1.8801079689619122,0.25206745601543623
14,2.0,1.8801079689619122,0.25206745601543623
15,2.0,1.8801079689619122,0.25206745601543623
16,2.0,1.8801440251902644,0.2520446526175499
17,2.0,1.8801440251902644,0.2520446526175499
18,1.9798691832274824,1.5996750766532253,0.24830721815793358
19,1.9798691832274824,1.5996750766532253,0.24830721815793358
20,1.9798691832274824,1.5996750766532253,0.24830721815793358
21,1.838505248526018,1.717521526081351,0.2237867037043339
22,1.838505248526018,1.717521526081351,0.2237867037043339
23,1.838505248526018,1.717521526081351,0.2237867037043339
24,1.838505248526018,1.717521526081351,0.2237867037043339
25,1.838505248526018,1.717521526081351,0.2237867037043339
26,1.838505248526018,1.717521526081351,0.2237867037043339
27,1.838505248526018,1.717521526081351,0.2237867037043339
28,1.838505248526018,1.717521526081351,0.2237867037043339
29,1.838505248526018,1.717521526081351,0.2237867037043339
30,1.838505248526018,1.717521526081351,0.2237867037043339
31,1.8380126801670877,1.7186470258079571,0.22353316796949407
32,1.8380126801670877,1.7186470258079571,0.22353316796949407
33,1.8381723383277193,1.7179586510945757,0.22024084878197936
34,1.8381723383277193,1.7179586510945757,0.22024084878197936
35,1.8381723383277193,1.7179586510945757,0.22024084878197936
36,1.8381723383277193,1.7179586510945757,0.22024084878197936
37,1.8381723383277193,1.7179586510945757,0.22024084878197936
38,1.8381723383277193,1.7179586510945757,0.22024084878197936
39,1.8381723383277193,1.7179586510945757,0.22024084878197936
40,1.8381723383277193,1.7179586510945757,0.22024084878197936
41,1.8381723383277193,1.7179586510945757,0.22024084878197936
42,1.8381723383277193,1.7179586510945757,0.22024084878197936
43,1.8381723383277193,1.7179586510945757,0.22024084878197936
44,1.8381723383277193,1.7179586510945757,0.22024084878197936
45,1.8381723383277193,1.7179586510945757,0.22024084878197936
46,1.8381723383277193,1.7179586510945757,0.22024084878197936
47,1.8381723383277193,1.7179586510945757,0.22024084878197936
48,1.8381723383277193,1.7179586510945757,0.22024084878197936
49,1.8381649309550094,1.7178581588838953,0.22016441076355509
50,1.8381542995032518,1.7178193191585551,0.22012458554596523
51,1.8381487908738232,1.7177991945642013,0.22010956227222583
52,1.8381459366071742,1.7177887671141008,0.2201032844369957
53,1.8381444576842934,1.717783364187031,0.22010043599295492
54,1.8381436913883735,1.7177805646894897,0.22009906864638706
55,1.8381432943362728,1.7177791141449268,0.2200983893075035
56,1.8519369335137306,1.7273021435677751,0.0878017048679708
57,1.8519369335137306,1.7273021435677751,0.0878017048679708
58,1.8519369335137306,1.7273021435677751,0.0878017048679708
59,1.8519369335137306,1.7273021435677751,0.0878017048679708
60,1.8519369335137306,1.7273021435677751,0.0878017048679708
61,1.8519369335137306,1.7273021435677751,0.0878017048679708
62,1.8519369335137306,1.7273021435677751,0.0878017048679708
63,1.8519369335137306,1.7273021435677751,0.0878017048679708
64,1.8519780442446703,1.7306921224615543,0.0409358738629843
65,1.8519780442446703,1.7306921224615543,0.0409358738629843
66,1.8490493664334673,1.7298465358896453,0.009470319147041993
67,1.8505380628712709,1.7296472512216698,0.006951688058556828
68,1.8505380628712709,1.7296472512216698,0.006951688058556828
69,1.8501240049226797,1.7294207975153342,0.005839348447860499
70,1.8503014913803675,1.7302300750582926,0.004526500388652261
71,1.8503014913803675,1.7302300750582926,0.004526500388652261
72,1.8503094092148022,1.730216995982895,0.004526488402489811
73,1.850265861327682,1.729992949283095,0.003834733827295621
74,1.8499430921682185,1.7296886788586787,0.00361461740274605
75,1.8500953390280515,1.7297675283308116,0.003509944920517653
76,1.8500953390280515,1.7297675283308116,0.003509944920517653
77,1.8500866319146736,1.7298059990848142,0.003358666588608226
78,1.8501218432756084,1.7298552853775047,0.003335289211734424
79,1.8501218432756084,1.7298552853775047,0.003335289211734424
80,1.8498467468641064,1.7298755068871914,0.003032241768038743
