x,y_obs,y_clean
-6.0,-0.019033513804246345,-0.000346789423478193
-5.949790794979079,-0.13507082768842357,-0.00035894551628566597
-5.899581589958159,-0.013234877648817889,-0.00034733239833477673
-5.849372384937238,0.05290596541328504,-0.000305868559977695
-5.799163179916318,0.010231247795939591,-0.00022906073776525593
-5.7489539748953975,-0.011882227525267772,-0.00011260399801142962
-5.698744769874477,-0.07783923335413558,4.5948708712613336e-05
-5.648535564853557,0.0037196181756946082,0.0002464833663279186
-5.598326359832636,0.07508347894094115,0.0004856361743666491
-5.548117154811716,-0.025750242963164704,0.0007561787589785777
-5.497907949790795,-0.0179097364510596,0.0010465461016686745
-5.447698744769874,-0.033673998428958365,0.0013405819248109945
-5.397489539748954,-0.049035449576163626,0.0016175775105777117
-5.347280334728033,0.0259612299726248,0.0018526751859533922
-5.297071129707113,0.09773674799741443,0.0020176959190206364
-5.2468619246861925,0.07566789769799791,0.0020824309265840084
-5.196652719665272,-0.02827388041189861,0.002016409668404801
-5.146443514644352,-0.08563557179951538,0.0017911215030950365
-5.096234309623431,0.010760157038008193,0.0013826267453830813
-5.046025104602511,0.05799720540515231,0.0007744468404087715
-4.99581589958159,0.027847899831312153,-3.9424374559481135e-05
-4.945606694560669,-0.02854457772319455,-0.00105159228187328
-4.895397489539749,0.04938418673386484,-0.002238659876168649
-4.845188284518828,-0.10361698264361836,-0.0035592262171640055
-4.794979079497908,0.060585325779908286,-0.004952772308488518
-4.7447698744769875,0.014190246347280389,-0.006339716112755832
-4.694560669456067,0.047738430751702386,-0.00762288924081912
-4.644351464435147,-0.027341040796194642,-0.008690632533906489
-4.594142259414226,-0.05660931624837103,-0.009421625262242684
-4.543933054393305,-0.11471602458297103,-0.009691453979135725
-4.493723849372385,0.1435050616199451,-0.009380795521958382
-4.443514644351464,0.006150903196366672,-0.008384940098499948
-4.393305439330544,0.024232424558649414,-0.006624223240546187
-4.343096234309623,0.024624853240655324,-0.0040547803928291885
-4.292887029288703,0.07191288311514131,-0.0006788976905133538
-4.2426778242677825,0.03879094853776588,0.0034458790515725472
-4.192468619246862,0.024453864160320755,0.008199783752154013
-4.142259414225942,0.0028848758741470033,0.0133969368136884
-4.092050209205021,0.046434887989877785,0.018785382746041728
-4.0418410041841,0.06641968786416327,0.02405179100158272
-3.99163179916318,0.03748896099193854,0.028831341846938103
-3.9414225941422596,0.05645459988738517,0.032723031416494214
-3.8912133891213387,-0.0165550587148127,0.03531027386375249
-3.8410041841004183,0.09284591649076002,0.036186269256771576
-3.790794979079498,0.048117351634745675,0.03498316587089866
-3.7405857740585775,0.1127895388213061,0.03140360329167936
-3.690376569037657,-0.18853758736500012,0.025252811623947723
-3.6401673640167362,-0.09976707461601907,0.0164690985071517
-3.589958158995816,-0.08677276321702762,0.005150316572866766
-3.5397489539748954,0.014157854918032106,-0.00842619577133643
-3.489539748953975,-0.030413932456374203,-0.023792638341636724
-3.4393305439330546,-0.03752541595437203,-0.0402909173460556
-3.3891213389121337,0.01623288227228408,-0.057085679121393416
-3.3389121338912133,-0.09360537316714779,-0.0731912779338084
-3.288702928870293,0.008574568497246263,-0.08751291842448844
-3.2384937238493725,-0.12592489777317922,-0.09890124654544194
-3.188284518828452,-0.08168645305112568,-0.10621860921719684
-3.1380753138075312,-0.05279538825915947,-0.1084141283185895
-3.087866108786611,-0.04438445761877168,-0.10460371557708145
-3.0376569037656904,-0.11783958451368975,-0.09415027428500969
-2.98744769874477,-0.13941594127340973,-0.07673867498993606
-2.9372384937238496,-0.009074168347922865,-0.05243973314486835
-2.8870292887029287,-0.07370364604932785,-0.021757422451742923
-2.8368200836820083,0.02468269658756991,0.014346025477856253
-2.786610878661088,-0.009612907028696556,0.054451635248911744
-2.7364016736401675,0.14802979432759017,0.09671504249964215
-2.686192468619247,0.001520480715380912,0.13892926026083752
-2.6359832635983262,0.1999897203901594,0.1786184632410468
-2.585774058577406,0.20241162173528,0.2131602295322149
-2.5355648535564854,0.358291872967665,0.23993144303183728
-2.485355648535565,0.36136917004613367,0.256470907530168
-2.4351464435146446,0.19306944589253366,0.26064981873509213
-2.3849372384937237,0.26550218550797233,0.25083974675468707
-2.3347280334728033,0.1766385761443227,0.226066849041591
-2.284518828451883,0.18483790614273296,0.18614078724839123
-2.2343096234309625,0.15146881666737652,0.13174734802351612
-2.184100418410042,0.10513427218469426,0.06449510685569315
-2.1338912133891212,0.1879468018070172,-0.01309139038386242
-2.083682008368201,-0.1747564339531935,-0.09763659704817361
-2.0334728033472804,-0.2606212621175553,-0.18503831270758253
-1.98326359832636,-0.200059840756532,-0.2706487946224323
-1.9330543933054392,-0.3183936467538023,-0.3495060201627471
-1.8828451882845192,-0.43279178005035,-0.4166045915811968
